timestamp,mode,x,y,z,r
2416000,-1,0.0,0.0,0.5,0.0
2420000,-1,0.0,0.0,0.5,0.0
2424000,-1,0.0,0.0,0.5,0.0
2428000,-1,0.0,0.0,0.5,0.0
2432000,-1,0.0,0.0,0.5,0.0
2436000,-1,0.0,0.0,0.5,0.0
2444000,-1,0.0,0.0,0.5,0.0
2448000,-1,0.0,0.0,0.5,0.0
2452000,-1,0.0,0.0,0.5,0.0
2456000,-1,0.0,0.0,0.5,0.0
2460000,-1,0.0,0.0,0.5,0.0
2464000,-1,0.0,0.0,0.5,0.0
2468000,-1,0.0,0.0,0.5,0.0
2472000,-1,0.0,0.0,0.5,0.0
2476000,-1,0.0,0.0,0.5,0.0
2480000,-1,0.0,0.0,0.5,0.0
2484000,-1,0.0,0.0,0.5,0.0
2488000,-1,0.0,0.0,0.5,0.0
2492000,-1,0.0,0.0,0.5,0.0
2496000,-1,0.0,0.0,0.5,0.0
2500000,-1,0.0,0.0,0.5,0.0
2508000,-1,0.0,0.0,0.5,0.0
2512000,-1,0.0,0.0,0.5,0.0
2516000,-1,0.0,0.0,0.5,0.0
2520000,-1,0.0,0.0,0.5,0.0
2524000,-1,0.0,0.0,0.5,0.0
2528000,-1,0.0,0.0,0.5,0.0
2532000,-1,0.0,0.0,0.5,0.0
2536000,-1,0.0,0.0,0.5,0.0
2540000,-1,0.0,0.0,0.5,0.0
2544000,-1,0.0,0.0,0.5,0.0
2548000,-1,0.0,0.0,0.5,0.0
2552000,-1,0.0,0.0,0.5,0.0
2556000,-1,0.0,0.0,0.5,0.0
2560000,-1,0.0,0.0,0.5,0.0
2564000,-1,0.0,0.0,0.5,0.0
2568000,-1,0.0,0.0,0.5,0.0
2572000,-1,0.0,0.0,0.5,0.0
2576000,-1,0.0,0.0,0.5,0.0
2580000,-1,0.0,0.0,0.5,0.0
2584000,-1,0.0,0.0,0.5,0.0
2588000,-1,0.0,0.0,0.5,0.0
2592000,-1,0.0,0.0,0.5,0.0
2596000,-1,0.0,0.0,0.5,0.0
2600000,-1,0.0,0.0,0.5,0.0
2604000,-1,0.0,0.0,0.5,0.0
2608000,-1,0.0,0.0,0.5,0.0
2612000,-1,0.0,0.0,0.5,0.0
2616000,-1,0.0,0.0,0.5,0.0
2620000,-1,0.0,0.0,0.5,0.0
2624000,-1,0.0,0.0,0.5,0.0
2628000,-1,0.0,0.0,0.5,0.0
2632000,-1,0.0,0.0,0.5,0.0
2636000,-1,0.0,0.0,0.5,0.0
2640000,-1,0.0,0.0,0.5,0.0
2644000,-1,0.0,0.0,0.5,0.0
2648000,-1,0.0,0.0,0.5,0.0
2652000,-1,0.0,0.0,0.5,0.0
2660000,-1,0.0,0.0,0.5,0.0
2660000,-1,0.0,0.0,0.5,0.0
2664000,-1,0.0,0.0,0.5,0.0
2668000,-1,0.0,0.0,0.5,0.0
2672000,-1,0.0,0.0,0.5,0.0
2676000,-1,0.0,0.0,0.5,0.0
2680000,-1,0.0,0.0,0.5,0.0
2684000,-1,0.0,0.0,0.5,0.0
2688000,-1,0.0,0.0,0.5,0.0
2692000,-1,0.0,0.0,0.5,0.0
2696000,-1,0.0,0.0,0.5,0.0
2700000,-1,0.0,0.0,0.5,0.0
2704000,-1,0.0,0.0,0.5,0.0
2708000,-1,0.0,0.0,0.5,0.0
2712000,-1,0.0,0.0,0.5,0.0
2716000,-1,0.0,0.0,0.5,0.0
2720000,-1,0.0,0.0,0.5,0.0
2724000,-1,0.0,0.0,0.5,0.0
2728000,-1,0.0,0.0,0.5,0.0
2732000,-1,0.0,0.0,0.5,0.0
2736000,-1,0.0,0.0,0.5,0.0
2740000,-1,0.0,0.0,0.5,0.0
2744000,-1,0.0,0.0,0.5,0.0
2748000,-1,0.0,0.0,0.5,0.0
2752000,-1,0.0,0.0,0.5,0.0
2756000,-1,0.0,0.0,0.5,0.0
2764000,-1,0.0,0.0,0.5,0.0
2768000,-1,0.0,0.0,0.5,0.0
