timestamp,x,y,z,r
41907600,3.82924754,19.7962319,5.79298313,
42008800,3.8103345699999998,19.908281,5.7915862,
42106800,3.79262496,20.0162426,5.79030202,
42256800,3.76277135,20.1863881,5.7887022,
42387200,3.73591296,20.335903,5.78656343,
42487200,3.71794209,20.4481055,5.78544179,
42596800,3.69802271,20.5728793,5.78454388,
42706800,3.67675281,20.699628,5.78345192,
42828000,3.65182082,20.8411615,5.78165417,
42936000,3.63044077,20.9653515,5.78038703,
43058000,3.60283336,21.106769,5.77838839,
43178000,3.57673365,21.2455419,5.77672811,
43288000,3.55199199,21.3696274,5.77511319,
43416800,3.5242305800000002,21.5194372,5.77283046,
43537600,3.49933948,21.6604742,5.77285247,
43638000,3.47854231,21.7773095,5.77259726,
43746800,3.45513712,21.9039945,5.77206621,
43886800,3.42396235,22.07219815,5.77330326,
43997200,3.39839559,22.20266445,5.77253025,
44096800,3.37625701,22.3190319,5.77208766,
44206800,3.35295503,22.4493524,5.77185726,
44336800,3.32322916,22.6076744,5.77236435,
44458000,3.29614403,22.7527431,5.77239658,
44578000,3.26853197,22.8982883,5.77047484,
44686000,3.24444332,23.0289519,5.76996555,
44806400,3.21644547,23.1727369,5.76910785,
44927200,3.18947599,23.3221943,5.76993464,
45025200,3.16803456,23.4403628,5.769732299999999,
45166800,3.13594816,23.612206699999998,5.76926144,
45268000,3.11296125,23.7361566,5.76895168,
45387600,3.08573613,23.8877473,5.76986597,
45495600,3.0616771799999998,24.0197774,5.77019559,
45615600,3.0345675,24.1711385,5.7706128,
45735600,3.00705237,24.320241,5.76994556,
45857200,2.97963886,24.4736662,5.77033815,
45986400,2.95091411,24.6448764,5.77057935,
46098400,2.92498495,24.7856614,5.77009184,
46196400,2.90264678,24.9098478,5.76991436,
46296800,2.87888472,25.0378548,5.76992914,
46446800,2.84349421,25.2322822,5.77026527,
46556000,2.81812658,25.3716363,5.77090889,
46657200,2.794896803,25.4997611,5.77118665,
